input_dim,geometry,geo params,num_folds,score_mean,score_std,f1_mean,f1_std,smoothness_mean,smoothness_std,avg_freeze_mean,avg_freeze_std,iteration_mean,score_over_f1,score_f1_freeze,score_f1_freeze_smooth
9.0,fourier_basis,5.0,10,0.11209939688031849,0.010223613419945592,1.0,0.0,0.7433957442851782,0.007978682043553526,1.1073342876984964,0.03585798204323504,2.0,0.11209939688031849,0.12413150579589852,0.09227883314038189
10.0,fourier_basis,5.0,10,0.12153592210473607,0.03432159221748667,0.9037499999999999,0.28875,0.7192268439728382,0.020228628211638306,61.45722743292189,180.98892408463627,18.0,0.13447958185862913,8.264742247370007,5.944224482824913
11.0,fourier_basis,5.0,10,0.11076546490973467,0.007232760131132842,1.0,0.0,0.7166401598646545,0.014438351465981747,1.126950330404735,0.03520799021881539,11.0,0.11076546490973467,0.12482717727745957,0.08945616827957219
12.0,fourier_basis,5.0,10,0.11208842529703925,0.006047437018428663,1.0,0.0,0.7049209335442279,0.014592062195629842,1.1684242281283117,0.07965285215402404,11.0,0.11208842529703925,0.130966831809811,0.09232126134270185
13.0,fourier_basis,5.0,10,0.12475419987095779,0.00976635610842179,1.0,0.0,0.7487372846819468,0.00859912581433066,1.3529781147946607,0.07578219933528574,2.0,0.12475419987095779,0.16878970215412478,0.12637914327315394
14.0,fourier_basis,5.0,10,0.12450675105601532,0.01539433699444712,0.8252935606060607,0.1535778652719036,0.6878772182334132,0.019385117265808507,1.3704476460169697,0.17127168558639766,11.0,0.1508635920587855,0.20675065460662698,0.14221906515874377
15.0,fourier_basis,5.0,10,0.11529728674271103,0.01117830578073899,0.9097619047619048,0.14631630423282888,0.7027177328957497,0.019985981813777937,1.2506341210991396,0.1794641277109103,11.0,0.12673347404328353,0.15849720692396252,0.11137879791991546
16.0,fourier_basis,5.0,10,0.11020216190148897,0.0075676231357975614,0.9530059523809523,0.0664055326258437,0.714107166084581,0.018064964946300447,1.151683703479482,0.037141898876904784,11.0,0.11563638361981293,0.13317653854424027,0.0951023205287814
17.0,fourier_basis,5.0,10,0.10993156051186648,0.0075426212639004946,0.9530059523809525,0.06640553262584371,0.7268609341985518,0.013571716730565323,1.1427730764802637,0.04026022754747558,11.0,0.11535243849969436,0.13182166102379614,0.09581601567936128
18.0,fourier_basis,5.0,10,0.11012308957224717,0.00782660931411796,0.9530059523809525,0.06640553262584371,0.7377579920990662,0.014542309951601424,1.1420577037233146,0.04925025549964269,11.0,0.11555341212415304,0.13196866450790404,0.09736093694734659
19.0,fourier_basis,5.0,10,0.11050998703693427,0.008330903992215085,0.9530059523809525,0.06640553262584371,0.7481625109378499,0.015758270419431147,1.1424445592142252,0.055176219721492996,11.0,0.11595938804037946,0.1324771719565426,0.09911445361295222
20.0,fourier_basis,5.0,10,0.1106926402378029,0.008395713404138744,0.9530059523809523,0.0664055326258437,0.7563494890512404,0.01432710343261944,1.1423688417653932,0.05645434966434224,11.0,0.11615104812436144,0.13268733831566323,0.10035800053862097
21.0,fourier_basis,5.0,10,0.11086092468079486,0.008939877293722403,0.9487202380952381,0.06459252869583287,0.7592246530542006,0.015895458993069246,1.149327732319017,0.053724481649205756,11.0,0.11685312511449344,0.13430253730223113,0.10196579728758526
22.0,fourier_basis,5.0,10,0.11146450895874578,0.009322343679034773,0.9623809523809523,0.06575740476310737,0.7717752333291349,0.01926496894952792,1.1575507948390262,0.05331825234576651,11.0,0.11582160752764283,0.1340693938531567,0.10347143772331568
23.0,fourier_basis,5.0,10,0.11152407687985129,0.008880031005008617,0.9479166666666667,0.06782841915041543,0.7747342621068449,0.01606464677017686,1.1541654562152082,0.05376325256757066,11.0,0.11765177341171124,0.135789612734256,0.10520086542344805
24.0,fourier_basis,5.0,10,0.11331078057791695,0.008257939459682426,0.9747619047619048,0.050081566122737425,0.7886837327415941,0.011500292278219443,1.1563850349195046,0.05187862988643065,11.0,0.11624457216102861,0.13442348363763396,0.10601761484345774
